OrderDetailsID,OrderID,PizzaID,PizzaType,Quantity
63,24,2,bbq_ckn_m,1
64,24,29,ital_cpcllo_m,1
65,24,38,pepperoni_m,1
66,24,55,prsc_argla_s,1
67,25,59,sicilian_m,1
68,25,18,thai_ckn_l,1
69,26,22,classic_dlx_s,1
70,26,96,veggie_veg_l,1
71,27,3,bbq_ckn_l,1
72,27,23,classic_dlx_m,1
73,27,93,spinach_fet_l,1
74,28,7,ckn_alfredo_s,1
75,29,76,green_garden_s,1
76,30,18,thai_ckn_l,1
77,31,86,mexicana_m,1
78,31,37,pepperoni_s,1
79,32,19,big_meat_s,1
80,32,78,green_garden_l,1
81,32,30,ital_cpcllo_l,1
82,32,50,ital_supr_m,1
83,33,3,bbq_ckn_l,1
84,33,76,green_garden_s,1
85,34,40,the_greek_s,1
86,35,77,green_garden_m,1
87,35,36,pep_msh_pep_l,1
88,35,38,pepperoni_m,1
89,35,18,thai_ckn_l,1
90,36,2,bbq_ckn_m,1
91,36,23,classic_dlx_m,1
92,37,51,ital_supr_l,1
93,37,87,mexicana_l,1
94,38,25,hawaiian_s,1
95,38,30,ital_cpcllo_l,1
96,39,51,ital_supr_l,1
97,40,75,four_cheese_l,1
98,40,13,southw_ckn_s,1
99,41,74,four_cheese_m,1
100,41,76,green_garden_s,1
101,42,19,big_meat_s,1
102,42,72,five_cheese_l,1
103,42,87,mexicana_l,1
104,42,53,peppr_salami_m,1
105,43,8,ckn_alfredo_m,1
106,43,50,ital_supr_m,1
107,43,54,peppr_salami_l,1
108,44,88,spin_pesto_s,1
109,45,75,four_cheese_l,1
110,45,25,hawaiian_s,1
111,45,17,thai_ckn_m,1
112,46,12,ckn_pesto_l,1
113,46,24,classic_dlx_l,1
114,46,17,thai_ckn_m,1
115,47,15,southw_ckn_l,1
116,47,94,veggie_veg_s,1
117,48,11,ckn_pesto_m,1
118,48,76,green_garden_s,1
119,48,57,prsc_argla_l,1
120,48,66,spicy_ital_l,1
121,49,60,sicilian_l,1
122,50,43,the_greek_xl,1
123,51,3,bbq_ckn_l,1
124,51,36,pep_msh_pep_l,1
125,52,27,hawaiian_l,1
126,52,87,mexicana_l,1
127,52,66,spicy_ital_l,1
128,53,34,pep_msh_pep_s,1
129,53,68,spinach_supr_m,1
130,54,56,prsc_argla_m,1
131,54,18,thai_ckn_l,1
132,55,52,peppr_salami_s,1
133,55,66,spicy_ital_l,1
134,56,23,classic_dlx_m,1
135,56,84,mediterraneo_l,1
136,56,14,southw_ckn_m,1
137,57,23,classic_dlx_m,1
138,58,72,five_cheese_l,1
139,58,38,pepperoni_m,1
140,59,79,ital_veggie_s,1
141,59,34,pep_msh_pep_s,1
142,59,39,pepperoni_l,1
143,60,12,ckn_pesto_l,1
144,60,74,four_cheese_m,1
145,61,2,bbq_ckn_m,1
146,61,51,ital_supr_l,1
147,62,2,bbq_ckn_m,1
148,62,68,spinach_supr_m,1
149,63,35,pep_msh_pep_m,1
150,64,19,big_meat_s,1
151,65,34,pep_msh_pep_s,1
152,65,58,sicilian_s,1
153,65,64,spicy_ital_s,1
154,65,68,spinach_supr_m,1
155,66,23,classic_dlx_m,1
156,66,29,ital_cpcllo_m,1
157,67,15,southw_ckn_l,1
158,68,23,classic_dlx_m,1
159,68,51,ital_supr_l,1
160,68,50,ital_supr_m,1
161,69,3,bbq_ckn_l,1
162,70,79,ital_veggie_s,1
163,70,63,soppressata_l,1
164,71,18,thai_ckn_l,1
165,72,93,spinach_fet_l,1
166,73,16,thai_ckn_s,1
167,74,72,five_cheese_l,1
168,74,87,mexicana_l,1
169,74,88,spin_pesto_s,1
170,74,69,spinach_supr_l,1
171,75,49,ital_supr_s,1
172,75,84,mediterraneo_l,1
173,75,33,napolitana_l,1
174,76,19,big_meat_s,1
175,76,27,hawaiian_l,1
176,76,81,ital_veggie_l,1
177,76,66,spicy_ital_l,1
178,77,2,bbq_ckn_m,1
179,77,26,hawaiian_m,1
180,78,19,big_meat_s,1
181,78,22,classic_dlx_s,1
182,78,75,four_cheese_l,1
183,78,29,ital_cpcllo_m,1
184,78,66,spicy_ital_l,3
185,78,16,thai_ckn_s,1
186,79,30,ital_cpcllo_l,1
187,79,34,pep_msh_pep_s,1
188,79,18,thai_ckn_l,1
189,80,37,pepperoni_s,1
190,80,17,thai_ckn_m,1
191,81,18,thai_ckn_l,1
192,82,19,big_meat_s,1
193,82,5,cali_ckn_m,1
194,82,66,spicy_ital_l,1
195,82,95,veggie_veg_m,1
196,83,13,southw_ckn_s,1
197,84,39,pepperoni_l,1
198,85,23,classic_dlx_m,1
199,85,22,classic_dlx_s,1
200,85,51,ital_supr_l,1
201,85,41,the_greek_m,1
202,86,27,hawaiian_l,1
203,87,29,ital_cpcllo_m,1
204,87,86,mexicana_m,1
205,87,69,spinach_supr_l,1
206,87,67,spinach_supr_s,1
207,88,72,five_cheese_l,1
208,89,63,soppressata_l,1
209,89,18,thai_ckn_l,1
210,90,60,sicilian_l,1
211,90,16,thai_ckn_s,1
212,91,3,bbq_ckn_l,2
213,91,10,ckn_pesto_s,1
214,91,37,pepperoni_s,1
215,92,2,bbq_ckn_m,1
216,92,51,ital_supr_l,1
217,92,50,ital_supr_m,1
218,92,79,ital_veggie_s,1
219,92,38,pepperoni_m,1
220,92,53,peppr_salami_m,1
221,92,91,spinach_fet_s,1
222,92,67,spinach_supr_s,1
223,92,41,the_greek_m,2
224,93,59,sicilian_m,1
225,94,29,ital_cpcllo_m,1
226,94,13,southw_ckn_s,1
227,95,31,napolitana_s,1
228,95,54,peppr_salami_l,1
229,96,31,napolitana_s,1
230,97,19,big_meat_s,1
231,98,24,classic_dlx_l,1
232,98,33,napolitana_l,1
233,99,51,ital_supr_l,1
234,100,27,hawaiian_l,1
235,101,6,cali_ckn_l,1
236,101,39,pepperoni_l,1
237,101,63,soppressata_l,1
238,101,65,spicy_ital_m,1
239,102,1,bbq_ckn_s,1
240,102,55,prsc_argla_s,1
241,103,67,spinach_supr_s,1
242,104,2,bbq_ckn_m,1
243,104,8,ckn_alfredo_m,1
244,104,80,ital_veggie_m,1
245,104,96,veggie_veg_l,1
246,105,25,hawaiian_s,2
247,105,39,pepperoni_l,1
248,105,56,prsc_argla_m,1
249,106,87,mexicana_l,1
250,106,66,spicy_ital_l,1
251,107,6,cali_ckn_l,1
252,107,50,ital_supr_m,1
253,107,66,spicy_ital_l,1
254,107,96,veggie_veg_l,1
255,108,24,classic_dlx_l,1
256,108,27,hawaiian_l,1
257,108,69,spinach_supr_l,1
258,109,30,ital_cpcllo_l,1
259,109,51,ital_supr_l,1
260,109,38,pepperoni_m,1
261,109,57,prsc_argla_l,1
262,110,19,big_meat_s,1
263,110,33,napolitana_l,1
264,110,63,soppressata_l,1
265,110,64,spicy_ital_s,1
266,111,5,cali_ckn_m,1
267,111,72,five_cheese_l,1
268,111,38,pepperoni_m,1
269,111,90,spin_pesto_l,1
270,112,37,pepperoni_s,1
271,113,6,cali_ckn_l,1
272,113,87,mexicana_l,1
273,113,14,southw_ckn_m,1
274,114,39,pepperoni_l,1
275,114,58,sicilian_s,1
276,115,19,big_meat_s,1
277,115,33,napolitana_l,1
278,115,17,thai_ckn_m,1
279,116,72,five_cheese_l,1
280,117,53,peppr_salami_m,1
281,117,60,sicilian_l,1
282,118,57,prsc_argla_l,1
283,118,91,spinach_fet_s,1
284,119,74,four_cheese_m,1
285,120,22,classic_dlx_s,1
286,120,25,hawaiian_s,1
287,120,93,spinach_fet_l,1
288,121,2,bbq_ckn_m,1
289,121,75,four_cheese_l,1
290,121,60,sicilian_l,1
291,121,15,southw_ckn_l,1
292,122,50,ital_supr_m,1
293,123,28,ital_cpcllo_s,1
294,124,1,bbq_ckn_s,1
295,124,60,sicilian_l,1
296,124,66,spicy_ital_l,1
297,124,40,the_greek_s,1
298,125,43,the_greek_xl,1
299,126,96,veggie_veg_l,1
300,127,38,pepperoni_m,1
301,128,64,spicy_ital_s,1
302,129,19,big_meat_s,1
303,129,41,the_greek_m,1
304,130,25,hawaiian_s,1
305,130,30,ital_cpcllo_l,1
306,130,86,mexicana_m,1
307,130,13,southw_ckn_s,1
308,131,12,ckn_pesto_l,1
309,131,72,five_cheese_l,1
310,131,76,green_garden_s,1
311,131,67,spinach_supr_s,1
312,132,37,pepperoni_s,1
313,133,3,bbq_ckn_l,1
314,133,27,hawaiian_l,1
315,133,40,the_greek_s,1
316,134,19,big_meat_s,1
317,134,15,southw_ckn_l,1
318,134,67,spinach_supr_s,1
319,135,96,veggie_veg_l,1
320,136,72,five_cheese_l,1
321,136,52,peppr_salami_s,1
322,137,84,mediterraneo_l,1
323,137,37,pepperoni_s,1
324,137,65,spicy_ital_m,1
325,138,5,cali_ckn_m,1
326,138,75,four_cheese_l,1
327,138,81,ital_veggie_l,1
328,138,59,sicilian_m,1
329,139,72,five_cheese_l,1
330,140,55,prsc_argla_s,1
331,140,95,veggie_veg_m,1
332,141,23,classic_dlx_m,1
333,142,77,green_garden_m,1
334,143,4,cali_ckn_s,1
335,143,22,classic_dlx_s,1
336,143,27,hawaiian_l,1
337,143,86,mexicana_m,1
338,143,39,pepperoni_l,1
339,143,55,prsc_argla_s,1
340,143,18,thai_ckn_l,1
341,143,95,veggie_veg_m,1
342,144,2,bbq_ckn_m,3
343,144,19,big_meat_s,1
344,144,6,cali_ckn_l,1
345,144,11,ckn_pesto_m,1
346,144,72,five_cheese_l,1
347,144,75,four_cheese_l,1
348,144,34,pep_msh_pep_s,1
349,144,15,southw_ckn_l,1
350,144,13,southw_ckn_s,1
351,144,66,spicy_ital_l,1
352,144,17,thai_ckn_m,1
353,144,96,veggie_veg_l,1
354,145,40,the_greek_s,1
355,146,6,cali_ckn_l,1
356,146,74,four_cheese_m,1
357,146,26,hawaiian_m,1
358,147,43,the_greek_xl,1
359,148,82,mediterraneo_s,1
360,149,92,spinach_fet_m,1
361,150,38,pepperoni_m,1
362,151,15,southw_ckn_l,1
363,151,67,spinach_supr_s,1
364,152,25,hawaiian_s,1
365,152,93,spinach_fet_l,1
366,152,16,thai_ckn_s,1
367,152,41,the_greek_m,1
368,153,86,mexicana_m,1
369,154,55,prsc_argla_s,1
370,155,10,ckn_pesto_s,1
371,155,33,napolitana_l,1
372,155,39,pepperoni_l,1
373,155,54,peppr_salami_l,1
374,156,32,napolitana_m,1
375,156,18,thai_ckn_l,1
376,157,51,ital_supr_l,1
377,157,83,mediterraneo_m,1
378,157,59,sicilian_m,1
379,157,89,spin_pesto_m,1
380,158,80,ital_veggie_m,1
381,158,17,thai_ckn_m,1
382,159,75,four_cheese_l,1
383,159,17,thai_ckn_m,1
384,160,23,classic_dlx_m,1
385,161,25,hawaiian_s,1
386,161,65,spicy_ital_m,1
387,161,43,the_greek_xl,1
388,162,19,big_meat_s,1
389,163,26,hawaiian_m,1
390,163,39,pepperoni_l,1
391,163,41,the_greek_m,1
392,164,6,cali_ckn_l,1
393,164,38,pepperoni_m,1
394,165,56,prsc_argla_m,1
395,166,55,prsc_argla_s,1
396,167,3,bbq_ckn_l,1
397,167,50,ital_supr_m,1
398,167,38,pepperoni_m,1
399,168,19,big_meat_s,1
400,168,95,veggie_veg_m,1
401,169,75,four_cheese_l,1
402,169,28,ital_cpcllo_s,1
403,169,59,sicilian_m,1
404,170,27,hawaiian_l,1
405,171,32,napolitana_m,1
406,172,31,napolitana_s,1
407,172,68,spinach_supr_m,1
408,172,18,thai_ckn_l,1
409,173,5,cali_ckn_m,1
410,173,23,classic_dlx_m,1
411,173,96,veggie_veg_l,1
412,174,19,big_meat_s,1
413,174,6,cali_ckn_l,1
414,174,5,cali_ckn_m,1
415,174,29,ital_cpcllo_m,1
416,175,51,ital_supr_l,1
417,176,6,cali_ckn_l,1
418,176,53,peppr_salami_m,1
419,177,31,napolitana_s,1
420,177,18,thai_ckn_l,1
421,178,54,peppr_salami_l,1
422,179,27,hawaiian_l,1
423,179,59,sicilian_m,1
424,179,94,veggie_veg_s,1
425,180,24,classic_dlx_l,1
426,180,57,prsc_argla_l,1
427,181,87,mexicana_l,1
428,182,45,brie_carre_s,1
429,182,54,peppr_salami_l,1
430,183,32,napolitana_m,1
431,183,90,spin_pesto_l,1
432,183,88,spin_pesto_s,1
433,184,27,hawaiian_l,1
434,185,59,sicilian_m,1
435,185,88,spin_pesto_s,1
436,186,87,mexicana_l,1
437,186,15,southw_ckn_l,1
438,186,90,spin_pesto_l,1
439,186,18,thai_ckn_l,1
440,187,72,five_cheese_l,1
441,187,90,spin_pesto_l,1
442,188,72,five_cheese_l,1
443,188,37,pepperoni_s,1
444,188,54,peppr_salami_l,1
445,189,19,big_meat_s,2
446,189,16,thai_ckn_s,1
447,190,3,bbq_ckn_l,1
448,190,74,four_cheese_m,1
449,190,34,pep_msh_pep_s,1
450,190,57,prsc_argla_l,1
451,191,6,cali_ckn_l,1
452,191,8,ckn_alfredo_m,1
453,192,58,sicilian_s,1
454,192,15,southw_ckn_l,1
455,193,19,big_meat_s,1
456,193,5,cali_ckn_m,1
457,193,9,ckn_alfredo_l,2
458,194,1,bbq_ckn_s,1
459,195,3,bbq_ckn_l,1
460,196,58,sicilian_s,1
461,196,65,spicy_ital_m,1
462,196,95,veggie_veg_m,1
463,197,75,four_cheese_l,1
464,197,30,ital_cpcllo_l,1
465,197,81,ital_veggie_l,1
466,197,63,soppressata_l,1
467,198,19,big_meat_s,1
468,198,9,ckn_alfredo_l,1
469,199,8,ckn_alfredo_m,1
470,200,43,the_greek_xl,1
471,201,47,calabrese_m,1
472,201,12,ckn_pesto_l,1
473,201,51,ital_supr_l,1
474,201,43,the_greek_xl,1
475,202,4,cali_ckn_s,1
476,203,6,cali_ckn_l,1
477,203,80,ital_veggie_m,1
478,203,36,pep_msh_pep_l,1
479,203,40,the_greek_s,1
480,204,66,spicy_ital_l,1
481,205,4,cali_ckn_s,1
482,205,8,ckn_alfredo_m,1
483,205,55,prsc_argla_s,1
484,206,32,napolitana_m,1
485,206,37,pepperoni_s,1
486,206,66,spicy_ital_l,1
487,207,66,spicy_ital_l,1
488,208,3,bbq_ckn_l,1
489,208,1,bbq_ckn_s,1
490,208,8,ckn_alfredo_m,1
491,208,38,pepperoni_m,1
492,208,41,the_greek_m,1
493,209,6,cali_ckn_l,1
494,210,91,spinach_fet_s,1
495,211,37,pepperoni_s,1
496,212,30,ital_cpcllo_l,1
497,213,75,four_cheese_l,1
498,214,30,ital_cpcllo_l,1
499,214,50,ital_supr_m,1
500,214,85,mexicana_s,1
501,214,89,spin_pesto_m,1
502,215,76,green_garden_s,1
503,216,2,bbq_ckn_m,1
504,216,72,five_cheese_l,1
505,216,27,hawaiian_l,1
506,217,23,classic_dlx_m,1
507,217,91,spinach_fet_s,1
508,218,65,spicy_ital_m,1
509,219,3,bbq_ckn_l,1
510,219,72,five_cheese_l,1
511,219,53,peppr_salami_m,1
512,219,92,spinach_fet_m,1
513,220,25,hawaiian_s,1
514,220,28,ital_cpcllo_s,1
515,220,33,napolitana_l,1
516,220,66,spicy_ital_l,1
517,221,72,five_cheese_l,1
518,221,56,prsc_argla_m,1
519,221,40,the_greek_s,1
520,222,75,four_cheese_l,1
521,222,58,sicilian_s,1
522,223,34,pep_msh_pep_s,1
523,224,7,ckn_alfredo_s,1
524,224,50,ital_supr_m,1
525,224,32,napolitana_m,1
526,224,18,thai_ckn_l,1
527,225,3,bbq_ckn_l,1
528,225,2,bbq_ckn_m,1
529,225,13,southw_ckn_s,1
530,226,24,classic_dlx_l,1
531,227,2,bbq_ckn_m,1
532,227,41,the_greek_m,1
533,228,79,ital_veggie_s,1
534,229,81,ital_veggie_l,1
535,229,57,prsc_argla_l,1
536,229,88,spin_pesto_s,1
537,230,17,thai_ckn_m,1
538,231,6,cali_ckn_l,1
539,231,31,napolitana_s,1
540,231,55,prsc_argla_s,1
541,232,2,bbq_ckn_m,1
542,232,69,spinach_supr_l,1
543,233,91,spinach_fet_s,1
544,234,8,ckn_alfredo_m,1
545,234,49,ital_supr_s,1
546,234,32,napolitana_m,1
547,235,5,cali_ckn_m,1
548,236,24,classic_dlx_l,1
549,236,77,green_garden_m,1
550,237,76,green_garden_s,1
551,238,90,spin_pesto_l,1
552,239,51,ital_supr_l,1
553,239,17,thai_ckn_m,1
554,240,74,four_cheese_m,1
555,241,59,sicilian_m,1
556,241,69,spinach_supr_l,1
557,242,47,calabrese_m,1
558,242,18,thai_ckn_l,1
559,242,95,veggie_veg_m,1
560,243,24,classic_dlx_l,1
561,243,67,spinach_supr_s,1
562,244,49,ital_supr_s,1
563,244,66,spicy_ital_l,1
564,245,3,bbq_ckn_l,1
565,245,12,ckn_pesto_l,1
566,246,8,ckn_alfredo_m,1
567,246,39,pepperoni_l,1
568,247,26,hawaiian_m,1
569,247,59,sicilian_m,1
570,247,67,spinach_supr_s,1
571,248,25,hawaiian_s,1
572,248,18,thai_ckn_l,1
573,249,3,bbq_ckn_l,1
574,249,46,calabrese_s,1
575,250,74,four_cheese_m,1
576,251,86,mexicana_m,1
577,252,56,prsc_argla_m,1
578,253,45,brie_carre_s,1
579,254,3,bbq_ckn_l,1
580,254,45,brie_carre_s,1
581,254,72,five_cheese_l,1
582,255,72,five_cheese_l,1
583,255,77,green_garden_m,1
584,255,27,hawaiian_l,1
585,255,92,spinach_fet_m,1
586,256,36,pep_msh_pep_l,1
587,257,6,cali_ckn_l,1
588,257,9,ckn_alfredo_l,1
589,258,23,classic_dlx_m,1
590,259,39,pepperoni_l,1
591,260,72,five_cheese_l,1
592,260,42,the_greek_l,1
593,261,45,brie_carre_s,1
594,262,5,cali_ckn_m,1
595,263,90,spin_pesto_l,1
596,264,86,mexicana_m,1
597,265,8,ckn_alfredo_m,1
598,265,87,mexicana_l,1
599,265,59,sicilian_m,1
600,265,66,spicy_ital_l,1
601,266,53,peppr_salami_m,1
602,267,75,four_cheese_l,1
603,267,84,mediterraneo_l,1
604,267,31,napolitana_s,1
605,268,51,ital_supr_l,1
606,268,37,pepperoni_s,1
607,269,8,ckn_alfredo_m,1
608,270,15,southw_ckn_l,1
609,270,90,spin_pesto_l,1
610,270,18,thai_ckn_l,1
611,271,19,big_meat_s,1
612,271,5,cali_ckn_m,2
613,271,8,ckn_alfredo_m,2
614,271,12,ckn_pesto_l,2
615,271,23,classic_dlx_m,1
616,271,50,ital_supr_m,1
617,271,58,sicilian_s,1
618,271,62,soppressata_m,1
619,271,14,southw_ckn_m,1
620,271,40,the_greek_s,1
621,272,50,ital_supr_m,1
622,273,61,soppressata_s,1
623,274,75,four_cheese_l,1
624,274,18,thai_ckn_l,1
625,275,24,classic_dlx_l,1
626,275,72,five_cheese_l,1
627,275,37,pepperoni_s,1
628,275,59,sicilian_m,1
629,276,72,five_cheese_l,1
630,276,66,spicy_ital_l,1
631,277,74,four_cheese_m,1
632,278,80,ital_veggie_m,1
633,278,15,southw_ckn_l,1
634,279,5,cali_ckn_m,1
635,279,8,ckn_alfredo_m,1
636,280,56,prsc_argla_m,1
637,280,95,veggie_veg_m,1
638,281,58,sicilian_s,1
639,282,22,classic_dlx_s,1
640,282,72,five_cheese_l,1
641,282,54,peppr_salami_l,1
642,282,90,spin_pesto_l,1
643,283,32,napolitana_m,1
644,284,74,four_cheese_m,1
645,284,25,hawaiian_s,1
646,284,32,napolitana_m,1
647,285,57,prsc_argla_l,1
648,286,50,ital_supr_m,1
649,286,54,peppr_salami_l,1
650,287,50,ital_supr_m,1
651,287,35,pep_msh_pep_m,1
652,287,38,pepperoni_m,1
653,287,58,sicilian_s,1
654,288,45,brie_carre_s,1
655,288,57,prsc_argla_l,1
656,288,69,spinach_supr_l,1
657,289,72,five_cheese_l,1
658,290,22,classic_dlx_s,1
659,290,95,veggie_veg_m,1
660,291,3,bbq_ckn_l,1
661,291,8,ckn_alfredo_m,2
662,291,74,four_cheese_m,1
663,292,89,spin_pesto_m,1
664,292,93,spinach_fet_l,1
665,293,22,classic_dlx_s,1
666,293,79,ital_veggie_s,1
667,294,2,bbq_ckn_m,1
668,294,51,ital_supr_l,1
669,294,18,thai_ckn_l,1
670,295,5,cali_ckn_m,1
671,296,76,green_garden_s,1
672,296,28,ital_cpcllo_s,1
673,296,17,thai_ckn_m,1
674,297,14,southw_ckn_m,1
675,298,5,cali_ckn_m,1
676,298,4,cali_ckn_s,1
677,298,8,ckn_alfredo_m,1
678,298,22,classic_dlx_s,1
679,299,22,classic_dlx_s,1
680,299,92,spinach_fet_m,1
681,300,19,big_meat_s,1
682,300,28,ital_cpcllo_s,1
683,300,79,ital_veggie_s,1
684,300,67,spinach_supr_s,1
685,301,33,napolitana_l,1
686,302,54,peppr_salami_l,1
687,303,19,big_meat_s,1
688,303,29,ital_cpcllo_m,1
689,303,37,pepperoni_s,1
690,304,25,hawaiian_s,1
691,304,87,mexicana_l,1
692,305,39,pepperoni_l,1
693,305,58,sicilian_s,1
694,305,65,spicy_ital_m,1
695,306,19,big_meat_s,1
696,306,25,hawaiian_s,1
697,306,32,napolitana_m,1
698,307,24,classic_dlx_l,1
699,307,17,thai_ckn_m,1
700,308,27,hawaiian_l,1
701,308,36,pep_msh_pep_l,1
702,308,16,thai_ckn_s,1
703,309,72,five_cheese_l,1
704,309,53,peppr_salami_m,1
705,310,25,hawaiian_s,1
706,310,16,thai_ckn_s,1
707,311,60,sicilian_l,1
708,312,19,big_meat_s,1
709,312,45,brie_carre_s,1
710,312,8,ckn_alfredo_m,1
711,312,59,sicilian_m,1
712,313,23,classic_dlx_m,1
713,314,47,calabrese_m,1
714,314,72,five_cheese_l,1
715,314,77,green_garden_m,1
716,314,26,hawaiian_m,1
717,314,95,veggie_veg_m,1
718,315,23,classic_dlx_m,1
719,316,25,hawaiian_s,1
720,316,50,ital_supr_m,1
721,317,4,cali_ckn_s,1
722,317,23,classic_dlx_m,1
723,317,75,four_cheese_l,1
724,317,25,hawaiian_s,1
725,317,36,pep_msh_pep_l,1
726,317,55,prsc_argla_s,1
727,317,91,spinach_fet_s,1
728,318,30,ital_cpcllo_l,1
729,318,87,mexicana_l,1
730,318,61,soppressata_s,1
731,318,66,spicy_ital_l,1
732,319,50,ital_supr_m,1
733,320,5,cali_ckn_m,1
734,320,12,ckn_pesto_l,1
735,321,51,ital_supr_l,1
736,322,6,cali_ckn_l,1
737,322,12,ckn_pesto_l,1
738,322,22,classic_dlx_s,1
739,322,18,thai_ckn_l,1
740,323,23,classic_dlx_m,1
741,324,72,five_cheese_l,1
742,325,22,classic_dlx_s,1
743,325,94,veggie_veg_s,1
744,326,5,cali_ckn_m,1
745,326,69,spinach_supr_l,1
746,327,23,classic_dlx_m,1
747,328,84,mediterraneo_l,1
748,329,66,spicy_ital_l,1
749,329,68,spinach_supr_m,1
750,330,19,big_meat_s,1
751,330,8,ckn_alfredo_m,1
752,330,23,classic_dlx_m,1
753,330,22,classic_dlx_s,1
754,330,72,five_cheese_l,1
755,330,75,four_cheese_l,2
756,330,27,hawaiian_l,1
757,330,36,pep_msh_pep_l,1
758,330,52,peppr_salami_s,1
759,330,60,sicilian_l,1
760,330,66,spicy_ital_l,1
761,330,65,spicy_ital_m,1
762,330,93,spinach_fet_l,1
763,330,41,the_greek_m,1
764,331,56,prsc_argla_m,1
765,332,59,sicilian_m,1
766,332,15,southw_ckn_l,1
767,332,17,thai_ckn_m,1
768,333,8,ckn_alfredo_m,1
769,334,48,calabrese_l,1
770,334,38,pepperoni_m,1
771,334,14,southw_ckn_m,1
772,334,18,thai_ckn_l,1
773,335,84,mediterraneo_l,1
774,336,57,prsc_argla_l,1
775,337,27,hawaiian_l,1
776,337,39,pepperoni_l,1
777,338,87,mexicana_l,1
778,338,18,thai_ckn_l,1
779,338,43,the_greek_xl,1
780,339,65,spicy_ital_m,1
781,340,52,peppr_salami_s,1
782,341,2,bbq_ckn_m,1
783,341,37,pepperoni_s,1
784,342,60,sicilian_l,1
785,342,15,southw_ckn_l,1
786,343,72,five_cheese_l,1
787,343,74,four_cheese_m,1
788,344,29,ital_cpcllo_m,1
789,345,52,peppr_salami_s,1
790,345,91,spinach_fet_s,1
791,346,76,green_garden_s,1
792,346,25,hawaiian_s,1
793,346,30,ital_cpcllo_l,1
794,346,31,napolitana_s,1
795,347,93,spinach_fet_l,1
796,347,18,thai_ckn_l,1
797,347,95,veggie_veg_m,1
798,348,23,classic_dlx_m,1
799,348,18,thai_ckn_l,1
800,348,16,thai_ckn_s,1
801,349,39,pepperoni_l,1
802,350,24,classic_dlx_l,1
803,350,38,pepperoni_m,2
804,350,64,spicy_ital_s,1
805,351,19,big_meat_s,1
806,351,26,hawaiian_m,1
807,352,19,big_meat_s,1
808,352,30,ital_cpcllo_l,1
809,353,3,bbq_ckn_l,1
810,353,6,cali_ckn_l,1
811,353,55,prsc_argla_s,1
812,354,76,green_garden_s,1
813,354,96,veggie_veg_l,1
814,355,8,ckn_alfredo_m,1
815,355,50,ital_supr_m,1
816,356,8,ckn_alfredo_m,1
817,357,6,cali_ckn_l,1
818,357,13,southw_ckn_s,1
819,357,91,spinach_fet_s,1
820,358,50,ital_supr_m,1
821,359,77,green_garden_m,1
822,359,18,thai_ckn_l,1
823,360,3,bbq_ckn_l,1
824,360,76,green_garden_s,1
825,360,25,hawaiian_s,1
826,361,19,big_meat_s,2
827,361,28,ital_cpcllo_s,1
828,362,2,bbq_ckn_m,1
829,362,87,mexicana_l,1
830,363,84,mediterraneo_l,1
831,363,87,mexicana_l,1
832,364,50,ital_supr_m,1
833,364,43,the_greek_xl,1
834,365,74,four_cheese_m,1
835,365,84,mediterraneo_l,1
836,365,38,pepperoni_m,1
837,366,30,ital_cpcllo_l,1
838,367,27,hawaiian_l,1
839,367,92,spinach_fet_m,1
